candidate_id,reason_code,note
CAND-1329,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1330,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1331,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1332,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1333,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1334,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1335,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1336,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1337,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1338,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1339,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1340,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1341,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1342,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1343,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1344,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1345,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1346,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1347,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1348,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1349,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1350,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1351,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1352,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1353,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1354,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1355,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1356,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1357,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1358,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1359,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1360,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1361,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1362,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1363,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1364,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1365,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1366,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1367,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1368,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1369,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1370,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1371,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1372,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1373,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1374,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1375,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1376,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1377,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1378,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1379,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1380,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1381,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1382,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1383,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1384,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1385,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1386,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1387,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1388,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1389,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1390,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1391,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1392,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1393,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1394,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1395,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1396,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1397,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1398,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1399,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1400,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1401,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1402,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1403,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1404,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1405,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1406,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1407,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1408,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1409,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1410,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1411,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1412,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1413,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1414,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1415,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1416,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1417,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1418,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1419,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1420,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1421,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1422,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1423,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1424,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1425,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1426,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1427,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1428,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1429,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1430,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1431,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1432,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1433,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1434,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1435,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1436,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1437,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1438,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1439,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1440,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1441,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1442,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1443,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1444,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1445,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1446,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1447,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1448,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1449,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1450,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-1451,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
